protein_set_id;sup;accession;gene_name;description;protein_set_score;is_validated;selection_level;#sameset_protein_matches;#subset_protein_matches;coverage;MW;#observable_peptides;#sequences;#specific_sequences;#peptides;#specific_peptides;#peptide_matches;#specific_peptide_matches;peptides_count_A_01.raw.mzDB.t.xml;peptides_count_A_02.raw.mzDB.t.xml;peptides_count_A_03.raw.mzDB.t.xml;peptides_count_A_04.raw.mzDB.t.xml;peptides_count_B_01.raw.mzDB.t.xml;peptides_count_B_02.raw.mzDB.t.xml;peptides_count_B_03.raw.mzDB.t.xml;peptides_count_B_04.raw.mzDB.t.xml;peptides_count_C_01.raw.mzDB.t.xml;peptides_count_C_02.raw.mzDB.t.xml;peptides_count_C_03.raw.mzDB.t.xml;peptides_count_C_04.raw.mzDB.t.xml;psm_count_A_01.raw.mzDB.t.xml;psm_count_A_02.raw.mzDB.t.xml;psm_count_A_03.raw.mzDB.t.xml;psm_count_A_04.raw.mzDB.t.xml;psm_count_B_01.raw.mzDB.t.xml;psm_count_B_02.raw.mzDB.t.xml;psm_count_B_03.raw.mzDB.t.xml;psm_count_B_04.raw.mzDB.t.xml;psm_count_C_01.raw.mzDB.t.xml;psm_count_C_02.raw.mzDB.t.xml;psm_count_C_03.raw.mzDB.t.xml;psm_count_C_04.raw.mzDB.t.xml;raw_abundance_A_01.raw.mzDB.t.xml;raw_abundance_A_02.raw.mzDB.t.xml;raw_abundance_A_03.raw.mzDB.t.xml;raw_abundance_A_04.raw.mzDB.t.xml;raw_abundance_B_01.raw.mzDB.t.xml;raw_abundance_B_02.raw.mzDB.t.xml;raw_abundance_B_03.raw.mzDB.t.xml;raw_abundance_B_04.raw.mzDB.t.xml;raw_abundance_C_01.raw.mzDB.t.xml;raw_abundance_C_02.raw.mzDB.t.xml;raw_abundance_C_03.raw.mzDB.t.xml;raw_abundance_C_04.raw.mzDB.t.xml;abundance_A_01.raw.mzDB.t.xml;abundance_A_02.raw.mzDB.t.xml;abundance_A_03.raw.mzDB.t.xml;abundance_A_04.raw.mzDB.t.xml;abundance_B_01.raw.mzDB.t.xml;abundance_B_02.raw.mzDB.t.xml;abundance_B_03.raw.mzDB.t.xml;abundance_B_04.raw.mzDB.t.xml;abundance_C_01.raw.mzDB.t.xml;abundance_C_02.raw.mzDB.t.xml;abundance_C_03.raw.mzDB.t.xml;abundance_C_04.raw.mzDB.t.xml
68236;1;sp|P0A867|TALA_ECOLI;;sp|P0A867|TALA_ECOLI Transaldolase A OS=Escherichia coli (strain K12) OX=83333 GN=talA PE=3 SV=1;112,974;true;2;1;0;0;0;-1;2;2;2;2;22;22;1;1;1;1;1;;1;;1;1;1;1;1;1;1;1;1;0;1;;1;1;1;1;286076,16;325126,03;243379,56;236401,98;127068,9;131623,95;205795,7;;397597,81;272565,53;329149,84;233590,27;245439,48;287901,34;229530,59;218531,12;129622,6;133367,86;203092,06;;407619,12;273438,16;331554,84;233590,27
68241;1;sp|P0A7V8|RS4_ECOLI;;sp|P0A7V8|RS4_ECOLI 30S ribosomal protein S4 OS=Escherichia coli (strain K12) OX=83333 GN=rpsD PE=1 SV=2;253,543;true;2;1;0;0;0;-1;6;6;6;6;77;77;3;4;2;2;2;2;2;2;3;3;3;4;3;4;2;2;2;2;2;2;3;3;4;4;12399668;10927608;10610532;10096410;4393633;4720646,5;5216343,5;3864709,5;10035097;11719372;10681790;10512048;10638314;9676472;10006764;9333170;4481932;4783191;5147813,5;3855790,5;10288028;11756892;10759838;10512048
68243;1;sp|P0A6J5|DADA_ECOLI;;sp|P0A6J5|DADA_ECOLI D-amino acid dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=dadA PE=1 SV=1;26,567;true;2;1;0;0;0;-1;1;1;1;1;2;2;1;;;;;;;;;;;1;1;;;0;;;;;;0;0;1;199174;;;193809,66;;;;;;177882,2;181771,06;186520,05;170881,64;;;179158,58;;;;;;178451,69;183099,2;186520,05
68258;1;sp|P69776|LPP_ECOLI;;sp|P69776|LPP_ECOLI Major outer membrane prolipoprotein Lpp OS=Escherichia coli (strain K12) OX=83333 GN=lpp PE=1 SV=1;66,342;true;2;1;0;0;0;-1;1;1;1;1;15;15;1;1;1;1;;;;;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;910972,19;1110974,75;666551,44;832818,56;329488,97;495230,72;547331,56;405359,06;769282,25;1138948,75;913205,56;807386,06;781570;983775,81;628622,81;769861,5;336110,72;501792,09;540141;404423,59;788671,75;1142595,12;919878,06;807386,06
68264;1;sp|P0ABZ6|SURA_ECOLI;;sp|P0ABZ6|SURA_ECOLI Chaperone SurA OS=Escherichia coli (strain K12) OX=83333 GN=surA PE=1 SV=1;29,709;true;2;1;0;0;0;-1;1;1;1;1;1;1;;;;;;;;;;;;;0;0;0;0;;0;;;0;;0;0;370923,84;385943,53;244361,52;417910,81;;176187,58;;;479742,75;;452878,12;350390,41;318234,69;341755,66;230456,67;386318,75;;178521,92;;;491834,5;;456187,16;350390,41
68269;1;sp|P00959|SYM_ECOLI;;sp|P00959|SYM_ECOLI Methionine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=metG PE=1 SV=2;32,034;true;2;1;0;0;0;-1;1;1;1;1;1;1;;;;;;;;;;;;;0;0;0;0;;0;;;0;0;;;602238,25;298281,66;248933,06;316681,38;;232676,91;;;358738,41;313873,91;;;516691,25;264130,47;234768,08;292741,78;;235759,67;;;367780,28;314878,78;;
68276;1;sp|P0A7J3|RL10_ECOLI;;sp|P0A7J3|RL10_ECOLI 50S ribosomal protein L10 OS=Escherichia coli (strain K12) OX=83333 GN=rplJ PE=1 SV=2;367,939;true;2;1;0;0;0;-1;6;6;7;7;97;97;4;5;4;5;5;5;4;2;4;6;6;5;4;5;4;5;5;5;4;2;4;6;6;5;17563916;18321474;16955414;19375504;8732001;7534031;6965532,5;7043034,5;17597594;15226482;17496178;17262014;15068988;16223792;15990602;17910810;8907488;7633850;6874022,5;7026781;18041136;15275230;17624016;17262014
68280;1;sp|P0A7K6|RL19_ECOLI;;sp|P0A7K6|RL19_ECOLI 50S ribosomal protein L19 OS=Escherichia coli (strain K12) OX=83333 GN=rplS PE=1 SV=2;46,249;true;2;1;0;0;0;-1;1;1;2;2;9;9;1;2;1;;1;;;;1;1;;1;1;2;1;0;1;0;0;0;1;1;0;1;5269413,5;3788517;4638158,5;4721346,5;3478117,5;3986349;2009721,5;1980452,5;3245984;4011405,5;2967641;3174540,5;4520902;3354758;4374234,5;4364435,5;3548017,5;4039164,5;1983318,88;1975882,12;3327798;4024248;2989324,5;3174540,5
68284;1;sp|P0AG67|RS1_ECOLI;;sp|P0AG67|RS1_ECOLI 30S ribosomal protein S1 OS=Escherichia coli (strain K12) OX=83333 GN=rpsA PE=1 SV=1;1313,815;true;2;1;0;0;0;-1;24;24;26;26;308;308;15;14;20;15;9;7;9;8;16;14;16;15;16;14;20;15;9;7;10;8;16;15;16;16;35999672;37205276;34954780;35848512;15182440;15029129;17999104;15932702;38242936;35681684;38051872;37104608;30885968;32945534;32965752;33138536;15487564;15228254;17762640;15895934;39206840;35795916;38329912;37104608
68306;1;sp|P07012|RF2_ECOLI;;sp|P07012|RF2_ECOLI Peptide chain release factor RF2 OS=Escherichia coli (strain K12) OX=83333 GN=prfB PE=1 SV=3;26,312;true;2;1;0;0;0;-1;1;1;1;1;1;1;;;;;;;;;;;;;0;;0;;;;;;0;0;0;0;243155,94;;249012;;;;;;363033,62;248708,88;236963,59;421817,06;208616,02;;234842,53;;;;;;372183,75;249505,11;238695,02;421817,06
68312;1;sp|P0A7S9|RS13_ECOLI;;sp|P0A7S9|RS13_ECOLI 30S ribosomal protein S13 OS=Escherichia coli (strain K12) OX=83333 GN=rpsM PE=1 SV=2;259,268;true;2;1;0;0;0;-1;5;5;5;5;38;38;1;2;3;2;1;1;1;;3;3;3;3;1;2;3;2;1;1;1;0;3;3;3;3;8140109,5;7950418;15488262;8417266;3301004,25;3400657;2677239;3866495,5;8160338,5;12319289;14347337;11629545;6983820;7040150,5;14606938;7780960,5;3367344,5;3445712,5;2642067;3857572,5;8366017;12358730;14452169;11629545
68313;1;sp|P22256|GABT_ECOLI;;sp|P22256|GABT_ECOLI 4-aminobutyrate aminotransferase GabT OS=Escherichia coli (strain K12) OX=83333 GN=gabT PE=1 SV=1;153,608;true;2;1;0;0;0;-1;4;4;4;4;20;20;2;1;;1;;;;;1;1;1;1;2;1;0;1;0;0;0;0;1;1;1;1;2709878,25;1810691,5;1806275,25;2146378;271786,84;720882;860898,56;274317,28;1939055,38;1384953,38;2168975,25;2142871;2324944,5;1603380;1703493,25;1984122,38;277248,94;730433,06;849588,5;273684,22;1987928,5;1389387,38;2184823,25;2142871
68319;1;sp|P69797|PTNAB_ECOLI;;sp|P69797|PTNAB_ECOLI PTS system mannose-specific EIIAB component OS=Escherichia coli (strain K12) OX=83333 GN=manX PE=1 SV=2;53,54;true;2;1;0;0;0;-1;1;1;1;1;13;13;1;1;1;1;;1;;;;1;1;1;1;1;1;1;0;1;;;0;1;1;1;579665,69;612224,06;361922,56;426351,12;230854,98;159166,83;;;418914,19;530237,81;440593,69;515958,12;497325,09;542128,62;341328,16;394121,03;235494,48;161275,66;;;429472,78;531935,38;443812,97;515958,12
68333;1;sp|P77455|PAAZ_ECOLI;;sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) OX=83333 GN=paaZ PE=1 SV=1;103,572;true;2;1;0;0;0;-1;2;2;2;2;13;13;1;1;1;1;;;;;;1;;1;1;1;1;1;;;;;0;1;0;1;240205,25;805771,5;197556;550565,56;;;;;101535,53;579625,69;115290,43;625037,31;206084,47;713516,25;186314,52;508945,44;;;;;104094,7;581481,38;116132,82;625037,31
68338;1;sp|P0AEX9|MALE_ECOLI;;sp|P0AEX9|MALE_ECOLI Maltose-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=malE PE=1 SV=1;1214,438;true;2;1;0;0;0;-1;22;22;23;23;302;302;16;12;11;16;7;8;8;5;16;15;16;14;16;12;11;17;8;9;8;5;17;16;16;16;38540408;39397992;37207188;38650996;19541852;17250628;18817422;20556814;39229488;41163624;39936096;39120600;33065808;34887192;35089996;35729160;19934588;17479180;18570208;20509372;40218256;41295420;40227896;39120600
68340;1;sp|P16659|SYP_ECOLI;;sp|P16659|SYP_ECOLI Proline--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=proS PE=1 SV=4;216,891;true;2;1;0;0;0;-1;5;5;5;5;34;34;3;2;2;3;;;;;1;2;2;3;3;3;2;3;0;0;0;0;1;2;2;3;2904135,25;2528168,5;2851887,75;2631938,5;1754203,5;896494,44;1594441;1836607,38;3006766,25;2876666;2772134,25;2457919,5;2491607,25;2238710,5;2689607,25;2432976,5;1789457,75;908372,25;1573494;1832368,88;3082550,5;2885875,75;2792389,5;2457919,5
68370;1;sp|P26646|ACUI_ECOLI;;sp|P26646|ACUI_ECOLI Probable acrylyl-CoA reductase AcuI OS=Escherichia coli (strain K12) OX=83333 GN=acuI PE=1 SV=1;29,797;true;2;1;0;0;0;-1;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68380;1;sp|P13033|GLPB_ECOLI;;sp|P13033|GLPB_ECOLI Anaerobic glycerol-3-phosphate dehydrogenase subunit B OS=Escherichia coli (strain K12) OX=83333 GN=glpB PE=1 SV=1;39,679;true;2;1;0;0;0;-1;1;1;1;1;1;1;1;;;;;;;;;;;;1;0;;0;;0;;0;0;0;0;0;721575,69;609105,81;;617083,5;;326923,41;;339783,25;617187,56;576378,62;805089,75;1140790,62;619077;539367,44;;570434,94;;331254,88;;338999,09;632743,56;578223,88;810972,31;1140790,62
68381;1;sp|P0A9G6|ACEA_ECOLI;;sp|P0A9G6|ACEA_ECOLI Isocitrate lyase OS=Escherichia coli (strain K12) OX=83333 GN=aceA PE=1 SV=1;848,558;true;2;1;0;0;0;-1;17;17;17;17;162;162;6;7;6;8;2;2;3;4;10;6;8;5;6;7;6;8;2;2;3;4;11;6;8;5;19944104;18228092;18991642;20362888;8712423;8344120,5;7172220,5;9340607;22814224;24624470;22552664;17792890;17111074;16141100;17910962;18823552;8887518;8454673;7077996;9319051;23389248;24703304;22717452;17792890
68388;1;sp|P09394|GLPQ_ECOLI;;sp|P09394|GLPQ_ECOLI Glycerophosphodiester phosphodiesterase, periplasmic OS=Escherichia coli (strain K12) OX=83333 GN=glpQ PE=1 SV=2;397,1;true;2;1;0;0;0;-1;10;10;11;11;103;103;5;4;6;4;2;3;2;2;6;5;6;4;7;5;6;5;2;3;3;2;7;6;7;4;8355559;11322069;8817447;8375737,5;3625872,5;5312291,5;4574893,5;5333028,5;8804347;8735042;8517965;9066977;7168665;10025770;8315709;7742571,5;3698742;5382675;4514791;5320721;9026257;8763007;8580203;9066977
68390;1;sp|P08839|PT1_ECOLI;;sp|P08839|PT1_ECOLI Phosphoenolpyruvate-protein phosphotransferase OS=Escherichia coli (strain K12) OX=83333 GN=ptsI PE=1 SV=1;175,496;true;2;1;0;0;0;-1;5;5;5;5;27;27;1;1;3;2;;;;;;2;1;1;1;1;3;2;0;0;0;0;0;2;1;1;2810519,75;2135115,75;2167297;2132160;900899,88;464398,5;844883,25;690870;2352860,75;1586388,62;1318917,62;1373846,75;2411289,75;1890659,88;2043972;1970979,25;919005,25;470551,38;833783,62;689275,62;2412163,75;1591467,5;1328554,5;1373846,75
68402;1;sp|P0AEK4|FABI_ECOLI;;sp|P0AEK4|FABI_ECOLI Enoyl-[acyl-carrier-protein] reductase [NADH] FabI OS=Escherichia coli (strain K12) OX=83333 GN=fabI PE=1 SV=2;96,035;true;2;1;0;0;0;-1;3;3;3;3;19;19;1;1;;1;;;;;;1;1;3;1;2;0;2;0;0;0;0;0;1;2;3;1292446,25;1250592,75;1398107,38;1663163,62;586684;884595,38;526391,38;899005,31;1046929,56;1476990,12;1317841,75;1878201,88;1108856,25;1107408,5;1318551,12;1537436,25;598474,62;896315,56;519475,91;896930,62;1073317;1481718,62;1327470,88;1878201,88
68408;1;sp|P0AG51|RL30_ECOLI;;sp|P0AG51|RL30_ECOLI 50S ribosomal protein L30 OS=Escherichia coli (strain K12) OX=83333 GN=rpmD PE=1 SV=2;34,234;true;2;1;0;0;0;-1;1;1;1;1;15;15;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1409481;1450693,12;1193653,38;1322580,38;619261,44;629799,94;548405,06;703597;1490142,5;1537915,5;889267,94;1768879,62;1209266,5;1284598,88;1125731,25;1222599,62;631706,75;638144,25;541200,38;701973,25;1527701;1542839,12;895765,56;1768879,62
68418;1;sp|P0A7W1|RS5_ECOLI;;sp|P0A7W1|RS5_ECOLI 30S ribosomal protein S5 OS=Escherichia coli (strain K12) OX=83333 GN=rpsE PE=1 SV=2;176,376;true;2;1;0;0;0;-1;5;5;5;5;52;52;2;3;4;2;1;1;1;3;3;3;3;3;2;3;5;2;1;1;1;3;3;3;3;3;5854572,5;7120625;6066317,5;5759492,5;2974835;2642719,5;3358708;2764879;6038367;6300971;5317822;6300285;5022940;6305362,5;5721127,5;5324102,5;3034620;2677733,25;3314583;2758498,25;6190562;6321143;5356678;6300285
68428;1;sp|P0AAV6|YBGS_ECOLI;;sp|P0AAV6|YBGS_ECOLI Uncharacterized protein YbgS OS=Escherichia coli (strain K12) OX=83333 GN=ybgS PE=3 SV=1;156,569;true;2;1;0;0;0;-1;2;2;2;2;23;23;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1293609,12;1924882;1869263,75;1571898,5;544911,94;609638,19;351158,75;561857,5;1541567;1869373,12;1298433,12;1058483,38;1109854;1704496,5;1762897,5;1453070,5;555863,06;617715,38;346545,41;560560,88;1580421,62;1875358;1307920,38;1058483,38
68429;1;sp|P32705|ACTP_ECOLI;;sp|P32705|ACTP_ECOLI Cation/acetate symporter ActP OS=Escherichia coli (strain K12) OX=83333 GN=actP PE=1 SV=1;36,913;true;2;1;0;0;0;-1;1;1;1;1;5;5;1;1;1;1;;;;;;1;;1;1;1;1;1;0;0;;0;0;1;0;1;525623,25;429828,03;459071,31;496130,25;239657,25;247311,2;;165362,62;466684,97;647100,06;512857,44;507627,34;450959,31;380615,69;432948,88;458625,19;244473,64;250587,88;;164981;478447,59;649171,75;516604,72;507627,34
68431;1;sp|P27848|YIGL_ECOLI;;sp|P27848|YIGL_ECOLI Pyridoxal phosphate phosphatase YigL OS=Escherichia coli (strain K12) OX=83333 GN=yigL PE=1 SV=4;31,537;true;2;1;0;0;0;-1;1;1;1;1;2;2;1;;;;;;;;;;;;1;;0;;;;;;;0;0;0;129649,95;;109958,88;;;;;;;85607,04;73926,62;57882,46;111233,38;;103701,91;;;;;;;85881,11;74466,78;57882,46
68439;1;sp|P0ADN2|YIFE_ECOLI;;sp|P0ADN2|YIFE_ECOLI UPF0438 protein YifE OS=Escherichia coli (strain K12) OX=83333 GN=yifE PE=1 SV=2;50,712;true;2;1;0;0;0;-1;1;1;1;1;16;16;1;1;1;1;;;;1;1;1;1;1;1;1;1;2;;0;0;1;1;1;1;1;1122857,62;1066828;1115662;869173,94;;336305,84;460423;387152,97;632447,44;857558,44;790136,94;640777,5;963357,5;944683,56;1052177,75;803468,56;;340761,62;454374,19;386259,5;648388,06;860303,88;795910,25;640777,5
68449;1;sp|P0A9Q7|ADHE_ECOLI;;sp|P0A9Q7|ADHE_ECOLI Aldehyde-alcohol dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=adhE PE=1 SV=2;1026,008;true;2;1;0;0;0;-1;21;21;21;21;233;233;13;12;10;13;4;2;4;4;14;11;12;10;13;13;10;16;5;2;5;4;17;11;13;11;17678322;17099446;17275290;17523184;7541790,5;7909584;10506795;9042856;17021824;15996112;18643696;18768432;15167144;15141676;16292278;16198513;7693359,5;8014379;10368762;9021988;17450850;16047323;18779920;18768432
68481;1;sp|P23827|ECOT_ECOLI;;sp|P23827|ECOT_ECOLI Ecotin OS=Escherichia coli (strain K12) OX=83333 GN=eco PE=1 SV=1;26,978;true;2;1;0;0;0;-1;1;1;1;1;2;2;1;;;;;;;;1;;;;1;0;0;0;;;;;1;0;;0;512146,69;642598,44;395184,03;464323,97;;;;;542381,38;444562,69;;682130,81;439397,06;569025,38;372696,97;429223,31;;;;;556051,94;445985,94;;682130,81
68487;1;sp|P27302|TKT1_ECOLI;;sp|P27302|TKT1_ECOLI Transketolase 1 OS=Escherichia coli (strain K12) OX=83333 GN=tktA PE=1 SV=5;213,875;true;2;1;0;0;0;-1;5;5;5;5;34;34;2;1;4;3;;;;;3;2;1;4;2;1;4;4;0;0;0;0;3;2;1;4;2770924;2476865;2817712;2544023,75;1130317,25;1194274,88;1197959,25;944941,88;3133695;3024180,5;2648789,5;2672874;2377318,75;2193281,25;2657376,5;2351707,75;1153033,25;1210098;1182221;942761,25;3212679;3033862,25;2668143,25;2672874
68493;1;sp|P0C8J8|GATZ_ECOLI;;sp|P0C8J8|GATZ_ECOLI D-tagatose-1,6-bisphosphate aldolase subunit GatZ OS=Escherichia coli (strain K12) OX=83333 GN=gatZ PE=1 SV=1;54,383;true;2;1;0;0;0;-1;2;2;2;2;2;2;;;;;;;;;1;;;1;0;0;0;0;0;0;0;0;1;0;0;1;571509,5;1452101,5;990804,75;558705,94;412573,72;313179,62;551411,88;374127;421357,91;1188870;435799,69;996977,06;490327,47;1285846;934425,19;516470,44;420865,22;317329;544167,69;373263,59;431978,09;1192676,12;438983,94;996977,06
68527;1;sp|P0A6F3|GLPK_ECOLI;;sp|P0A6F3|GLPK_ECOLI Glycerol kinase OS=Escherichia coli (strain K12) OX=83333 GN=glpK PE=1 SV=2;2599,611;true;2;1;0;0;0;-1;39;39;45;45;924;924;29;30;34;34;25;25;24;24;38;31;35;32;35;38;41;41;26;26;24;26;46;43;43;42;192575456;193658672;186401168;188421712;90280000;86422840;92774144;82567152;194485808;198188240;201274640;205441120;165220368;171486128;175794448;174177936;92094360;87567872;91555304;82376616;199387728;198822768;202745328;205441120
68532;1;sp|P63020|NFUA_ECOLI;;sp|P63020|NFUA_ECOLI Fe/S biogenesis protein NfuA OS=Escherichia coli (strain K12) OX=83333 GN=nfuA PE=1 SV=1;76,698;true;2;1;0;0;0;-1;2;2;2;2;2;2;;;;;;;;;1;;;;;0;0;;;;0;;1;0;0;0;;165464,22;151771,12;;;;74129,77;;217113,91;280156,97;214238,17;353308,62;;146519,72;143134,92;;;;73155,88;;222586,19;281053,88;215803,55;353308,62
68575;1;sp|P27550|ACSA_ECOLI;;sp|P27550|ACSA_ECOLI Acetyl-coenzyme A synthetase OS=Escherichia coli (strain K12) OX=83333 GN=acs PE=1 SV=2;904,182;true;2;1;0;0;0;-1;19;19;19;19;227;227;9;12;11;12;5;5;5;4;12;11;12;12;10;12;11;13;5;5;5;4;13;11;12;13;34626092;30318410;31356430;29625448;16090506;14269109;12616939;12885459;29703926;32697270;32892096;31659862;29707512;26847164;29572166;27385908;16413880;14458164;12451183;12855722;30452606;32801948;33132428;31659862
68598;1;sp|P0ADZ7|YAJC_ECOLI;;sp|P0ADZ7|YAJC_ECOLI Sec translocon accessory complex subunit YajC OS=Escherichia coli (strain K12) OX=83333 GN=yajC PE=1 SV=1;87,163;true;2;1;0;0;0;-1;2;2;2;2;18;18;1;1;1;1;;;;;1;1;1;2;1;1;1;1;0;0;0;0;1;1;1;2;1726266,62;1854678;1755434,25;1592815,12;686340,12;1107454,12;858797,88;1212293,5;1801605,12;1558978,25;1469189,25;1720614;1481053,25;1642330,12;1655545,12;1472406;700133,5;1122127;847515,44;1209495,75;1847014;1563969,38;1479924,25;1720614
68600;1;sp|P37902|GLTI_ECOLI;;sp|P37902|GLTI_ECOLI Glutamate/aspartate import solute-binding protein OS=Escherichia coli (strain K12) OX=83333 GN=gltI PE=1 SV=2;98,62;true;2;1;0;0;0;-1;2;2;2;2;4;4;;;;2;;;;;;;;;0;0;0;2;0;0;;0;0;0;0;0;1203022;1432400,75;1300719;1342458,12;417125,53;426613,53;;449390,88;1412227;1066561,38;1411818,12;1411868;1032134,62;1268400,75;1226704,5;1240974,75;425508,5;432265,81;;448353,78;1447821,75;1069976;1422133,75;1411868
68611;1;sp|P0A6Q3|FABA_ECOLI;;sp|P0A6Q3|FABA_ECOLI 3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase OS=Escherichia coli (strain K12) OX=83333 GN=fabA PE=1 SV=2;62,669;true;2;1;0;0;0;-1;2;2;2;2;2;2;1;1;;;;;;;1;;1;;1;1;0;0;0;0;0;0;1;0;1;0;1534361,88;1636864,5;1788255,75;1587553,5;763329,88;603347,12;990946,31;702945,81;2171132;1881047;1781052,88;1815916,88;1316408,25;1449454,88;1686499;1467542,12;778670,5;611340,94;977927,75;701323,62;2225854,5;1887069;1794066,5;1815916,88
68620;1;sp|P0AB77|KBL_ECOLI;;sp|P0AB77|KBL_ECOLI 2-amino-3-ketobutyrate coenzyme A ligase OS=Escherichia coli (strain K12) OX=83333 GN=kbl PE=1 SV=1;105,742;true;2;1;0;0;0;-1;3;3;3;3;20;20;2;2;1;3;;1;;;1;1;1;1;2;2;1;3;0;1;0;0;1;1;1;1;1828672,25;1623418,88;2167001;2063494,25;797836;1128377,75;561575,56;910105,38;2046556;2084453,75;1636663,75;1777277,5;1568912,25;1437548,62;2043692,5;1907504,12;813870,12;1143327,88;554197,88;908005,06;2098138,75;2091127,12;1648622,25;1777277,5
68650;1;sp|P0A910|OMPA_ECOLI;;sp|P0A910|OMPA_ECOLI Outer membrane protein A OS=Escherichia coli (strain K12) OX=83333 GN=ompA PE=1 SV=1;208,941;true;2;1;0;0;0;-1;7;7;7;7;33;33;;2;2;;2;1;;2;1;1;1;2;0;3;2;0;3;1;0;3;1;1;1;2;4804249,5;5146263;4596717;4104913,75;1324236;2314345,75;1227952,25;1509034,5;4971572,5;5106265,5;3749767,5;3697586,5;4121813,75;4557051,5;4335151;3794602;1350849,25;2345009;1211820;1505552;5096879;5122613,5;3777165,75;3697586,5
68662;1;sp|P0A9J6|RBSK_ECOLI;;sp|P0A9J6|RBSK_ECOLI Ribokinase OS=Escherichia coli (strain K12) OX=83333 GN=rbsK PE=1 SV=1;101,045;true;2;1;0;0;0;-1;3;3;3;3;4;4;1;;1;;;;;;;;;1;1;0;1;0;;;;;;0;;1;220869,72;169048,22;140701,02;296257,34;;;;;;236694,84;;254378,39;189495,53;149693,38;132694,73;273861,72;;;;;;237452,62;;254378,39
68689;1;sp|P0A7K2|RL7_ECOLI;;sp|P0A7K2|RL7_ECOLI 50S ribosomal protein L7/L12 OS=Escherichia coli (strain K12) OX=83333 GN=rplL PE=1 SV=2;361,366;true;2;1;0;0;0;-1;7;7;8;8;163;163;4;4;5;4;3;3;3;4;4;6;6;5;5;6;8;5;4;3;4;4;7;9;7;10;34124396;32562284;32573210;31429484;13347326;12923848;14385549;13732976;37144012;38389752;36725384;37464684;29277080;28834130;30719704;29053568;13615567;13095079;14196559;13701283;38080216;38512656;36993728;37464684
68699;1;sp|P0ABA0|ATPF_ECOLI;;sp|P0ABA0|ATPF_ECOLI ATP synthase subunit b OS=Escherichia coli (strain K12) OX=83333 GN=atpF PE=1 SV=1;90,123;true;2;1;0;0;0;-1;3;3;3;3;24;24;2;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;2;1;2;2204784,5;1805138,38;1503262,75;2466077;1401511,75;1096817,5;1083657,25;1851529,5;2532755,75;2388466;2838186,75;2305701;1891598,25;1598462,5;1417723;2279653,75;1429678;1111349,5;1069420,62;1847256,5;2596593;2396112,5;2858924,5;2305701
68711;1;sp|P0AG16|PUR1_ECOLI;;sp|P0AG16|PUR1_ECOLI Amidophosphoribosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=purF PE=1 SV=2;76,068;true;2;1;0;0;0;-1;1;1;1;1;12;12;1;;;1;;;;;1;1;1;1;1;0;0;1;0;0;0;0;1;1;1;1;339843,56;304686;226268,39;238038,56;110472,87;129937,45;133185,36;154717,52;374591,91;334765,97;327337,62;315424,88;291569,31;269801,56;213393,09;220043,98;112693,04;131659,02;131435,64;154360,47;384033,38;335837,72;329729,38;315424,88
68726;1;sp|P52697|6PGL_ECOLI;;sp|P52697|6PGL_ECOLI 6-phosphogluconolactonase OS=Escherichia coli (strain K12) OX=83333 GN=pgl PE=1 SV=2;93,618;true;2;1;0;0;0;-1;3;3;3;3;15;15;1;1;;1;;;;;1;1;2;;2;2;0;1;0;0;0;0;1;2;2;0;1267107,75;1325377,25;1537911;1288985,12;718700,62;1029642,62;745131,38;742187,31;988912,38;1122536,5;1399866,5;1163940,25;1087117;1173630,75;1450399,5;1191544;733144,38;1043284,5;735342,12;740474,5;1013837,5;1126130,25;1410095;1163940,25
68730;1;sp|P76402|YEGP_ECOLI;;sp|P76402|YEGP_ECOLI UPF0339 protein YegP OS=Escherichia coli (strain K12) OX=83333 GN=yegP PE=1 SV=2;145,999;true;2;1;0;0;0;-1;3;3;3;3;31;31;2;1;2;2;1;1;1;1;3;2;2;1;2;1;2;2;1;1;1;1;3;2;2;1;2529805;2416087;2463947,5;2628239,25;897818,75;1511436,38;1411658,25;1021546,88;2136023,5;2318197;2928196;3095426,25;2170450,25;2139461,75;2323742,25;2429557;915862,25;1531461,62;1393112,62;1019189,38;2189861,25;2325618,75;2949591,5;3095426,25
